source_url,top_queries,clicks,impressions,current_target,recommendation_type,recommended_target_or_slug,rationale
https://khangvuongbooking.com/ve-may-bay-da-nang-di-gwangju-han-quoc-gia-re/,vé máy bay đà nẵng hàn quốc | sân bay gwangju | vé máy bay đi kwangju | han yyz | vé máy bay từ đà nẵng đi hàn quốc,3,137,/ve-may-bay,keep_existing,/ve-may-bay,"Intent phù hợp với đích hiện tại /ve-may-bay; giữ nguyên để bảo toàn chủ đề truy vấn (vé máy bay đà nẵng hàn quốc; sân bay gwangju; vé máy bay đi kwangju; han yyz; vé máy bay từ đà nẵng đi hàn quốc), (3 click, 137 impression)."
https://khangvuongbooking.com/dat-ve-may-bay-sai-gon-tp-hcm-di-los-angeles-my-thang-7/,giá vé máy baytp. hồ chí minh los angeles | chuyến bay tp. hồ chí minh los angeles | ve may bay di los angeles | vé máy bay từ tphcm đi los angeles | vé máy bay từ sài gòn đi california,2,950,,create_specific_landing,/dat-ve-may-bay-sai-gon-tp-hcm-di-los-angeles-my-thang-7,"Truy vấn và URL thể hiện intent cụ thể về hãng/dịch vụ/điểm đến (giá vé máy baytp. hồ chí minh los angeles; chuyến bay tp. hồ chí minh los angeles; ve may bay di los angeles; vé máy bay từ tphcm đi los angeles; vé máy bay từ sài gòn đi california); ưu tiên landing riêng thay vì đích tổng quát, (2 click, 950 impression)."
https://khangvuongbooking.com/san-bay-quoc-te-noi-bai-han/,sân bay han | sân bay nội bài han | sân bay hà nội | han là sân bay nào | sân bay quốc tế nội bài,2,900,/cam-nang-bay,keep_existing,/cam-nang-bay,"Intent phù hợp với đích hiện tại /cam-nang-bay; giữ nguyên để bảo toàn chủ đề truy vấn (sân bay han; sân bay nội bài han; sân bay hà nội; han là sân bay nào; sân bay quốc tế nội bài), (2 click, 900 impression)."
https://khangvuongbooking.com/ve-may-bay-tu-ho-chi-minh-di-bac-kinh/,giá vé máy bay bắc kinh tp. hồ chí minh | giá vé máy baytp. hồ chí minh bắc kinh | chuyến bay tp. hồ chí minh bắc kinh | vé máy bay đi bắc kinh | chuyến bay bắc kinh tp. hồ chí minh,2,905,/ve-may-bay,create_specific_landing,/ve-may-bay-tu-ho-chi-minh-di-bac-kinh,"Truy vấn và URL thể hiện intent cụ thể về hãng/dịch vụ/điểm đến (giá vé máy bay bắc kinh tp. hồ chí minh; giá vé máy baytp. hồ chí minh bắc kinh; chuyến bay tp. hồ chí minh bắc kinh; vé máy bay đi bắc kinh; chuyến bay bắc kinh tp. hồ chí minh); ưu tiên landing riêng thay vì đích tổng quát, (2 click, 905 impression)."
https://khangvuongbooking.com/chuyen-bay-sai-gon-tp-hcm-di-los-angeles-my-thang-9/,chuyến bay tp. hồ chí minh los angeles | vé máy bay từ tphcm đi los angeles | vé máy bay từ sài gòn đi california | thời gian bay từ tphcm đến los angeles | vé máy bay sài gòn los angeles,2,732,,create_specific_landing,/chuyen-bay-sai-gon-tp-hcm-di-los-angeles-my-thang-9,"Truy vấn và URL thể hiện intent cụ thể về hãng/dịch vụ/điểm đến (chuyến bay tp. hồ chí minh los angeles; vé máy bay từ tphcm đi los angeles; vé máy bay từ sài gòn đi california; thời gian bay từ tphcm đến los angeles; vé máy bay sài gòn los angeles); ưu tiên landing riêng thay vì đích tổng quát, (2 click, 732 impression)."
https://khangvuongbooking.com/gia-ve-may-bay-sai-gon-tp-hcm-di-los-angeles-lax-my-thang-11-12/,giá vé máy baytp. hồ chí minh los angeles | chuyến bay tp. hồ chí minh los angeles | vé máy bay từ tphcm đi los angeles | vé máy bay từ sài gòn đi los angeles | ve may bay di los angeles,2,825,,create_specific_landing,/gia-ve-may-bay-sai-gon-tp-hcm-di-los-angeles-lax-my-thang-11-12,"Truy vấn và URL thể hiện intent cụ thể về hãng/dịch vụ/điểm đến (giá vé máy baytp. hồ chí minh los angeles; chuyến bay tp. hồ chí minh los angeles; vé máy bay từ tphcm đi los angeles; vé máy bay từ sài gòn đi los angeles; ve may bay di los angeles); ưu tiên landing riêng thay vì đích tổng quát, (2 click, 825 impression)."
https://khangvuongbooking.com/dich-vu-nang-hang-ve-hang-american-airlines/,site:khangvuongbooking.com | nâng hạng vé máy bay | khang vuong booking | domestic first | kiểm tra vé máy bay american đi mỹ,2,604,,create_specific_landing,/dich-vu-nang-hang-ve-hang-american-airlines,"Truy vấn và URL thể hiện intent cụ thể về hãng/dịch vụ/điểm đến (site:khangvuongbooking.com; nâng hạng vé máy bay; khang vuong booking; domestic first; kiểm tra vé máy bay american đi mỹ); ưu tiên landing riêng thay vì đích tổng quát, (2 click, 604 impression)."
https://khangvuongbooking.com/dat-mua-ve-may-bay-sai-gon-di-san-francisco-my/,ve may bay di san francisco | vé máy bay đi san francisco | vé máy bay san francisco sài gòn | vé hồ chí minh đi san francisco | ve may bay san francisco ve viet nam,2,780,/ve-may-bay,create_specific_landing,/dat-mua-ve-may-bay-sai-gon-di-san-francisco-my,"Truy vấn và URL thể hiện intent cụ thể về hãng/dịch vụ/điểm đến (ve may bay di san francisco; vé máy bay đi san francisco; vé máy bay san francisco sài gòn; vé hồ chí minh đi san francisco; ve may bay san francisco ve viet nam); ưu tiên landing riêng thay vì đích tổng quát, (2 click, 780 impression)."
https://khangvuongbooking.com/tag/korean-air/,site:khangvuongbooking.com | giá vé máy bay đi mỹ hãng korean | vé máy bay đi hàn quốc korean air | 319usd,0,2420,/cam-nang-bay,create_specific_landing,/hang-bay/korean-air,"Truy vấn và URL thể hiện intent cụ thể về hãng/dịch vụ/điểm đến (site:khangvuongbooking.com; giá vé máy bay đi mỹ hãng korean; vé máy bay đi hàn quốc korean air; 319usd); ưu tiên landing riêng thay vì đích tổng quát, (0 click, 2420 impression)."
https://khangvuongbooking.com/dat-mua-ve-may-bay-ha-noi-di-houston-my/,vé máy bay đi houston | vé máy bay houston sài gòn | vé may bay từ hà nội đi houston | vé máy bay đi texas | vé máy bay đi texas mỹ,2,691,/ve-may-bay,create_specific_landing,/dat-mua-ve-may-bay-ha-noi-di-houston-my,"Truy vấn và URL thể hiện intent cụ thể về hãng/dịch vụ/điểm đến (vé máy bay đi houston; vé máy bay houston sài gòn; vé may bay từ hà nội đi houston; vé máy bay đi texas; vé máy bay đi texas mỹ); ưu tiên landing riêng thay vì đích tổng quát, (2 click, 691 impression)."
https://khangvuongbooking.com/dat-ve-may-bay-sai-gon-tp-hcm-di-san-jose-my-thang-7/,vé máy bay đi san jose | vé máy bay từ sài gòn đi california | ve di my thang 7 | ban ve may bay san jose | sân bay quốc tế san jose,2,589,/ve-may-bay,keep_existing,/ve-may-bay,"Intent phù hợp với đích hiện tại /ve-may-bay; giữ nguyên để bảo toàn chủ đề truy vấn (vé máy bay đi san jose; vé máy bay từ sài gòn đi california; ve di my thang 7; ban ve may bay san jose; sân bay quốc tế san jose), (2 click, 589 impression)."
https://khangvuongbooking.com/ve-may-bay-ha-noi-di-uc-australia/,vé máy bay hà nội brisbane | vé máy bay từ hà nội đi úc | book vé máy bay đi úc | săn vé máy bay giá rẻ đi úc | vé máy bay hà nội đi úc,2,641,/ve-may-bay,create_specific_landing,/ve-may-bay-ha-noi-di-uc-australia,"Truy vấn và URL thể hiện intent cụ thể về hãng/dịch vụ/điểm đến (vé máy bay hà nội brisbane; vé máy bay từ hà nội đi úc; book vé máy bay đi úc; săn vé máy bay giá rẻ đi úc; vé máy bay hà nội đi úc); ưu tiên landing riêng thay vì đích tổng quát, (2 click, 641 impression)."
https://khangvuongbooking.com/dat-mua-ve-may-bay-ha-noi-di-my-thang-8/,ve may bay di my thang 8 | vé máy bay hà nội đi mỹ | vé máy bay hà nội mỹ | vé máy bay từ hà nội đi new york | vé máy bay đi mỹ tháng 8,2,436,/ve-may-bay,create_specific_landing,/dat-mua-ve-may-bay-ha-noi-di-my-thang-8,"Truy vấn và URL thể hiện intent cụ thể về hãng/dịch vụ/điểm đến (ve may bay di my thang 8; vé máy bay hà nội đi mỹ; vé máy bay hà nội mỹ; vé máy bay từ hà nội đi new york; vé máy bay đi mỹ tháng 8); ưu tiên landing riêng thay vì đích tổng quát, (2 click, 436 impression)."
https://khangvuongbooking.com/dat-mua-ve-may-bay-sai-gon-di-honolulu-my/,vé máy bay đi honolulu | vé máy bay đi hawaii | vé máy bay từ hà nội đi honolulu | vé máy bay từ tp. hồ chí minh đi honolulu | vé máy bay sài gòn đi mỹ,2,622,/ve-may-bay,create_specific_landing,/dat-mua-ve-may-bay-sai-gon-di-honolulu-my,"Truy vấn và URL thể hiện intent cụ thể về hãng/dịch vụ/điểm đến (vé máy bay đi honolulu; vé máy bay đi hawaii; vé máy bay từ hà nội đi honolulu; vé máy bay từ tp. hồ chí minh đi honolulu; vé máy bay sài gòn đi mỹ); ưu tiên landing riêng thay vì đích tổng quát, (2 click, 622 impression)."
https://khangvuongbooking.com/ve-may-bay-ha-noi-di-ottawa-canada/,vé máy bay đi ottawa | vé máy bay từ hà nội đi ottawa | vé máy bay hà nội canada | vé máy bay từ tp hồ chí minh đi ottawa | site:khangvuongbooking.com,2,598,/ve-may-bay,create_specific_landing,/ve-may-bay-ha-noi-di-ottawa-canada,"Truy vấn và URL thể hiện intent cụ thể về hãng/dịch vụ/điểm đến (vé máy bay đi ottawa; vé máy bay từ hà nội đi ottawa; vé máy bay hà nội canada; vé máy bay từ tp hồ chí minh đi ottawa; site:khangvuongbooking.com); ưu tiên landing riêng thay vì đích tổng quát, (2 click, 598 impression)."
https://khangvuongbooking.com/dat-mua-ve-may-bay-da-nang-di-san-francisco-my/,vé máy bay đà nẵng đi mỹ | hãng hàng không nào khai thác chuyến bay từ đà nẵng đến san francisco ? | da nang to sfo | nên bay hãng hàng không nào từ đà nẵng đến san francisco ? | vé máy bay đi san diego,2,506,/ve-may-bay,create_specific_landing,/dat-mua-ve-may-bay-da-nang-di-san-francisco-my,"Truy vấn và URL thể hiện intent cụ thể về hãng/dịch vụ/điểm đến (vé máy bay đà nẵng đi mỹ; hãng hàng không nào khai thác chuyến bay từ đà nẵng đến san francisco ?; da nang to sfo; nên bay hãng hàng không nào từ đà nẵng đến san francisco ?; vé máy bay đi san diego); ưu tiên landing riêng thay vì đích tổng quát, (2 click, 506 impression)."
https://khangvuongbooking.com/gia-ve-may-bay-ha-noi-di-los-angeles-lax-my-thang-11/,vé máy bay từ hà nội đi los angeles | ve may bay di my thang 11 | ve may bay di los angeles | ve may bay di los angeles my,2,405,,create_specific_landing,/gia-ve-may-bay-ha-noi-di-los-angeles-lax-my-thang-11,"Truy vấn và URL thể hiện intent cụ thể về hãng/dịch vụ/điểm đến (vé máy bay từ hà nội đi los angeles; ve may bay di my thang 11; ve may bay di los angeles; ve may bay di los angeles my); ưu tiên landing riêng thay vì đích tổng quát, (2 click, 405 impression)."
https://khangvuongbooking.com/dat-mua-ve-may-bay-japan-airlines-di-my/,vé máy bay đi mỹ hãng japan airline | vé máy bay đi mỹ hãng nhật | vé máy bay đi nhật japan airline | đặt vé japan airlines | vé máy bay japan airline,2,407,/ve-may-bay,create_specific_landing,/dat-mua-ve-may-bay-japan-airlines-di-my,"Truy vấn và URL thể hiện intent cụ thể về hãng/dịch vụ/điểm đến (vé máy bay đi mỹ hãng japan airline; vé máy bay đi mỹ hãng nhật; vé máy bay đi nhật japan airline; đặt vé japan airlines; vé máy bay japan airline); ưu tiên landing riêng thay vì đích tổng quát, (2 click, 407 impression)."
https://khangvuongbooking.com/ve-may-bay-da-nang-di-hang-chau/,vé máy bay đi hàng châu | chuyến bay tới hàng châu,2,324,/ve-may-bay,create_specific_landing,/ve-may-bay-da-nang-di-hang-chau,"Truy vấn và URL thể hiện intent cụ thể về hãng/dịch vụ/điểm đến (vé máy bay đi hàng châu; chuyến bay tới hàng châu); ưu tiên landing riêng thay vì đích tổng quát, (2 click, 324 impression)."
https://khangvuongbooking.com/chuyen-bay-ha-noi-di-san-francisco-my-thang-9/,vé máy bay từ hà nội đi san francisco | hãng hàng không nào khai thác chuyến bay từ hà nội đến san francisco ?,2,275,,create_specific_landing,/chuyen-bay-ha-noi-di-san-francisco-my-thang-9,"Truy vấn và URL thể hiện intent cụ thể về hãng/dịch vụ/điểm đến (vé máy bay từ hà nội đi san francisco; hãng hàng không nào khai thác chuyến bay từ hà nội đến san francisco ?); ưu tiên landing riêng thay vì đích tổng quát, (2 click, 275 impression)."
https://khangvuongbooking.com/ve-may-bay-di-wyoming/,site:khangvuongbooking.com | vé máy bay alaska hà nội giá rẻ | đi mỹ bao nhiêu tiền,2,357,/ve-may-bay,create_specific_landing,/ve-may-bay-di-wyoming,"Truy vấn và URL thể hiện intent cụ thể về hãng/dịch vụ/điểm đến (site:khangvuongbooking.com; vé máy bay alaska hà nội giá rẻ; đi mỹ bao nhiêu tiền); ưu tiên landing riêng thay vì đích tổng quát, (2 click, 357 impression)."
https://khangvuongbooking.com/ve-may-bay-tu-ha-noi-di-quang-chau/,giá vé máy bay hà nội quảng châu | chuyến bay hà nội quảng châu | vé máy bay đi quảng châu | vé máy bay hà nội quảng châu | giá vé máy bay quảng châu hà nội,1,1550,/ve-may-bay,create_specific_landing,/ve-may-bay-tu-ha-noi-di-quang-chau,"Truy vấn và URL thể hiện intent cụ thể về hãng/dịch vụ/điểm đến (giá vé máy bay hà nội quảng châu; chuyến bay hà nội quảng châu; vé máy bay đi quảng châu; vé máy bay hà nội quảng châu; giá vé máy bay quảng châu hà nội); ưu tiên landing riêng thay vì đích tổng quát, (1 click, 1550 impression)."
https://khangvuongbooking.com/ve-may-bay-da-nang-di-quang-chau/,vé máy bay đà nẵng quảng châu | giá vé đi quảng châu trung quốc | vé máy bay đi quảng châu | quang châu đà nẵng | site:khangvuongbooking.com,2,336,/ve-may-bay,create_specific_landing,/ve-may-bay-da-nang-di-quang-chau,"Truy vấn và URL thể hiện intent cụ thể về hãng/dịch vụ/điểm đến (vé máy bay đà nẵng quảng châu; giá vé đi quảng châu trung quốc; vé máy bay đi quảng châu; quang châu đà nẵng; site:khangvuongbooking.com); ưu tiên landing riêng thay vì đích tổng quát, (2 click, 336 impression)."
https://khangvuongbooking.com/ban-ve-ha-noi-di-dallas-texas-my-thang-10/,vé máy bay đi dallas | vé máy bay từ hà nội đi dallas | dallas thuộc bang nào của mỹ | thời tiết dallas | việt mỹ,2,383,/hang-bay,create_specific_landing,/ban-ve-ha-noi-di-dallas-texas-my-thang-10,"Truy vấn và URL thể hiện intent cụ thể về hãng/dịch vụ/điểm đến (vé máy bay đi dallas; vé máy bay từ hà nội đi dallas; dallas thuộc bang nào của mỹ; thời tiết dallas; việt mỹ); ưu tiên landing riêng thay vì đích tổng quát, (2 click, 383 impression)."
https://khangvuongbooking.com/bang-gia-ve-ha-noi-di-my-thang-10-11-12/,giá vé máy bay đi mỹ khứ hồi 2024 | delta valley bình thuận | giá vé hạng thương gia đi mỹ,2,259,,create_specific_landing,/bang-gia-ve-ha-noi-di-my-thang-10-11-12,"Truy vấn và URL thể hiện intent cụ thể về hãng/dịch vụ/điểm đến (giá vé máy bay đi mỹ khứ hồi 2024; delta valley bình thuận; giá vé hạng thương gia đi mỹ); ưu tiên landing riêng thay vì đích tổng quát, (2 click, 259 impression)."
