source_url,top_queries,clicks,impressions,current_target,recommendation_type,recommended_target_or_slug,rationale
https://khangvuongbooking.com/ve-may-bay-tu-ha-noi-di-thuong-hai/,hà nội cách thượng hải bao nhiêu km | từ hà nội đến thượng hải bao nhiêu km | vé máy bay đi thượng hải | giá vé máy bay hà nội thượng hải | giá vé máy bay từ hà nội đi thượng hải,15,11490,/ve-may-bay,create_specific_landing,/ve-may-bay-tu-ha-noi-di-thuong-hai/,Intent mua vé theo tuyến/điểm đến cụ thể; click hoặc impression cho thấy cần landing tuyến riêng thay vì /ve-may-bay hoặc /hang-bay.
https://khangvuongbooking.com/dich-vu-checkin-chon-cho-ngoi-hang-china-airlines/,checkin china airlines | chon china | check-in china airlines | china checkin | check in china,24,1542,/hang-bay,create_specific_landing,/dich-vu-checkin-chon-cho-ngoi-hang-china-airlines/,"Intent dịch vụ/hướng dẫn cụ thể; không phù hợp với landing tổng quát hiện tại, nên có slug chuyên biệt."
https://khangvuongbooking.com/ve-may-bay-ha-noi-di-tay-an/,vé máy bay đi tây an | vé máy bay đi tây an trung quốc | vé máy bay hà nội tây an | thiểm tây cách hà nội bao nhiêu km | vé máy bay đi lhasa,20,3271,/ve-may-bay,create_specific_landing,/ve-may-bay-ha-noi-di-tay-an/,Intent mua vé theo tuyến/điểm đến cụ thể; click hoặc impression cho thấy cần landing tuyến riêng thay vì /ve-may-bay hoặc /hang-bay.
https://khangvuongbooking.com/ve-may-bay-ha-noi-di-tam-a-hai-nam/,vé máy bay đi tam á | đi tam á có cần visa không | vé máy bay đi hải nam trung quốc | vé máy bay hà nội đảo hải nam | site:khangvuongbooking.com,21,1881,,create_specific_landing,/ve-may-bay-ha-noi-di-tam-a-hai-nam/,Intent mua vé theo tuyến/điểm đến cụ thể; click hoặc impression cho thấy cần landing tuyến riêng thay vì /ve-may-bay hoặc /hang-bay.
https://khangvuongbooking.com/ve-may-bay-du-hoc-sinh-quang-tay/,vé máy bay đi trường sa trung quốc | vé máy bay đi quế lâm | vé máy bay đi quảng tây trung quốc | sân bay quảng tây trung quốc | vé máy bay lao động du học giá rẻ,21,1544,,create_specific_landing,/ve-may-bay-du-hoc-sinh-quang-tay/,Intent mua vé theo tuyến/điểm đến cụ thể; click hoặc impression cho thấy cần landing tuyến riêng thay vì /ve-may-bay hoặc /hang-bay.
https://khangvuongbooking.com/ve-may-bay-tu-ha-noi-di-irkutsk/,dự báo thời tiết irkutsk | irkutsk | vé máy bay từ hà nội đi berlin | mấy tiếng,21,961,/ve-may-bay,create_specific_landing,/ve-may-bay-tu-ha-noi-di-irkutsk/,Intent mua vé theo tuyến/điểm đến cụ thể; click hoặc impression cho thấy cần landing tuyến riêng thay vì /ve-may-bay hoặc /hang-bay.
https://khangvuongbooking.com/chuyen-bay-ha-noi-di-washington-my-thang-9/,khoảng cách từ moscow đến washington dc | từ việt nam sang mỹ bao nhiêu km | từ hà nội đến mỹ bao nhiêu km | việt nam cách mỹ bao nhiêu km | mỹ cách việt nam bao nhiêu km,20,1907,/hang-bay,create_specific_landing,/chuyen-bay-ha-noi-di-washington-my-thang-9/,Intent mua vé theo tuyến/điểm đến cụ thể; click hoặc impression cho thấy cần landing tuyến riêng thay vì /ve-may-bay hoặc /hang-bay.
https://khangvuongbooking.com/dich-vu-nang-hang-ve-hang-starlux-airlines/,doi ve stảlux airlines | hạng thương gia starlux | site:khangvuongbooking.com | starlux airlines vip | starlux vip,21,689,,create_specific_landing,/dich-vu-nang-hang-ve-hang-starlux-airlines/,"Intent dịch vụ/hướng dẫn cụ thể; không phù hợp với landing tổng quát hiện tại, nên có slug chuyên biệt."
https://khangvuongbooking.com/chuyen-bay-ha-noi-di-miami-florida-my-thang-9/,vé máy bay đi miami | việt nam cách hoa kỳ bao nhiêu km | chuyến bay tới miami | nước mỹ cách việt nam bao nhiêu km | mỹ cách việt nam bao xa,20,1171,,create_specific_landing,/chuyen-bay-ha-noi-di-miami-florida-my-thang-9/,Intent mua vé theo tuyến/điểm đến cụ thể; click hoặc impression cho thấy cần landing tuyến riêng thay vì /ve-may-bay hoặc /hang-bay.
https://khangvuongbooking.com/chuyen-bay-sai-gon-tp-hcm-di-atlanta-my-thang-9/,chuyến bay tới atlanta | vé máy bay đi atlanta | khách sạn tại atlanta | thuốc lá atlanta giá bao nhiêu | atlanta là ở đâu,20,1053,,create_specific_landing,/chuyen-bay-sai-gon-tp-hcm-di-atlanta-my-thang-9/,Intent mua vé theo tuyến/điểm đến cụ thể; click hoặc impression cho thấy cần landing tuyến riêng thay vì /ve-may-bay hoặc /hang-bay.
https://khangvuongbooking.com/ve-may-bay-tu-ha-noi-di-vu-han/,vé máy bay đi vũ hán | vé máy bay hà nội vũ hán | vé máy bay đi vũ hán trung quốc | chuyến bay từ hà nội đến vũ hán | vé máy bay từ hà nội đi vũ hán,17,3724,/ve-may-bay,create_specific_landing,/ve-may-bay-tu-ha-noi-di-vu-han/,Intent mua vé theo tuyến/điểm đến cụ thể; click hoặc impression cho thấy cần landing tuyến riêng thay vì /ve-may-bay hoặc /hang-bay.
https://khangvuongbooking.com/ve-may-bay-tu-ha-noi-di-bac-kinh/,từ hà nội đến bắc kinh bao nhiêu km | giá vé máy bay hà nội bắc kinh | vé máy bay đi bắc kinh | giá vé máy bay bắc kinh hà nội | chuyến bay hà nội bắc kinh,11,9198,/ve-may-bay,create_specific_landing,/ve-may-bay-tu-ha-noi-di-bac-kinh/,Intent mua vé theo tuyến/điểm đến cụ thể; click hoặc impression cho thấy cần landing tuyến riêng thay vì /ve-may-bay hoặc /hang-bay.
https://khangvuongbooking.com/so-dien-thoai-tong-dai-eva-air/,tong dai eva air | tổng đài eva air | so dien thoai eva air | dai ly eva air | eva air vietnam số điện thoại,11,8177,/cam-nang-bay,create_specific_landing,/so-dien-thoai-tong-dai-eva-air/,Intent hãng bay và liên hệ/đại lý rất cụ thể; ưu tiên landing riêng theo đúng tên hãng.
https://khangvuongbooking.com/chuyen-bay-sai-gon-tp-hcm-di-chicago-my-thang-9/,vé máy bay đi chicago | chicago cách việt nam bao nhiêu tiếng | vé máy bay từ chicago về việt nam | vé máy bay từ tp hồ chí minh đi chicago | ve may bay di chicago,17,1636,/hang-bay,create_specific_landing,/chuyen-bay-sai-gon-tp-hcm-di-chicago-my-thang-9/,Intent mua vé theo tuyến/điểm đến cụ thể; click hoặc impression cho thấy cần landing tuyến riêng thay vì /ve-may-bay hoặc /hang-bay.
https://khangvuongbooking.com/khuyen-mai/,khang vuong booking | site:khangvuongbooking.com | booking khuyến mại | vé máy bay đi đài bắc | vé máy bay đi canada,1,16033,/khuyen-mai,keep_existing,/khuyen-mai/,Intent khuyến mãi phù hợp trực tiếp với landing khuyến mãi hiện có.
https://khangvuongbooking.com/tuyen-dung/,site:khangvuongbooking.com | tuyển dụng nhân viên seo | khang vuong booking | nhân viên bán vé máy bay | tuyển nhân viên seo,0,17017,/cam-nang-bay,create_specific_landing,/tuyen-dung/,Truy vấn tuyển dụng/nhân viên có intent việc làm; cần landing tuyển dụng riêng thay vì /cam-nang-bay.
https://khangvuongbooking.com/tag/asiana-airlines/,site:khangvuongbooking.com | vé máy bay đi mỹ hãng asiana airline | đổi vé máy bay asiana airlines | vé máy bay asiana airlines | vé máy bay đi mỹ asiana airlines,1,15986,/hang-bay,retire_low_value,,Trang taxonomy/tag có rất ít click so với impression; không nên duy trì như landing SEO độc lập.
https://khangvuongbooking.com/ve-may-bay-tu-ho-chi-minh-di-vu-han/,vé máy bay đi vũ hán | vé máy bay đi vũ hán trung quốc | vé máy bay hà nội vũ hán | vé máy bay từ hà nội đi vũ hán | vé máy bay đi wuhan / vé máy bay đi vũ hán,14,2528,/ve-may-bay,create_specific_landing,/ve-may-bay-tu-ho-chi-minh-di-vu-han/,Intent mua vé theo tuyến/điểm đến cụ thể; click hoặc impression cho thấy cần landing tuyến riêng thay vì /ve-may-bay hoặc /hang-bay.
https://khangvuongbooking.com/ve-may-bay-ha-noi-di-hai-khau/,chuyến bay tới hải khẩu | site:khangvuongbooking.com | sân bay hải khẩu trung quốc | 6rmb to usd | china southern airlines,15,1226,,create_specific_landing,/ve-may-bay-ha-noi-di-hai-khau/,Intent mua vé theo tuyến/điểm đến cụ thể; click hoặc impression cho thấy cần landing tuyến riêng thay vì /ve-may-bay hoặc /hang-bay.
https://khangvuongbooking.com/gioi-thieu/,95h lý nam đế | site:khangvuongbooking.com | khang vuong booking | khang vuong,9,6890,/cam-nang-bay,create_specific_landing,/gioi-thieu/,"Intent thương hiệu/giới thiệu doanh nghiệp; giữ hoặc tạo landing giới thiệu riêng, không gom vào trang hãng bay."
https://khangvuongbooking.com/dich-vu-nang-hang-ve-hang-emirates/,site:khangvuongbooking.com | điểm của lưu trú.ks marriot đổi để nâng hạng bay emirates ntn | hạng thương gia emirates | văn phòng bán vé của emirates tại việt nam | emerais,15,885,,create_specific_landing,/dich-vu-nang-hang-ve-hang-emirates/,"Intent dịch vụ/hướng dẫn cụ thể; không phù hợp với landing tổng quát hiện tại, nên có slug chuyên biệt."
https://khangvuongbooking.com/chuyen-bay-sai-gon-tp-hcm-di-miami-florida-my-thang-9/,vé máy bay đi miami | chuyến bay tới miami | vé máy bay từ tp. hồ chí minh đi miami | chuyến đi đến miami | miami,14,1259,/hang-bay,create_specific_landing,/chuyen-bay-sai-gon-tp-hcm-di-miami-florida-my-thang-9/,Intent mua vé theo tuyến/điểm đến cụ thể; click hoặc impression cho thấy cần landing tuyến riêng thay vì /ve-may-bay hoặc /hang-bay.
https://khangvuongbooking.com/dich-vu-dat-ve-may-bay-cho-cho-meo-di-my/,vé máy bay cho chó | vé máy bay cho mèo | vận chuyển chó mèo đi mỹ | giá vé máy bay cho chó | chưa,14,963,,create_specific_landing,/dich-vu-dat-ve-may-bay-cho-cho-meo-di-my/,"Intent dịch vụ/hướng dẫn cụ thể; không phù hợp với landing tổng quát hiện tại, nên có slug chuyên biệt."
https://khangvuongbooking.com/thong-tin-huu-ich/,site:khangvuongbooking.com | doi ve china eastern airlines | ve may bay eva air di my | khang vuong booking | visa trung,0,14888,/cam-nang-bay,create_specific_landing,/thong-tin-huu-ich/,Tín hiệu GSC đủ lớn để tạo landing theo đúng chủ đề URL.
https://khangvuongbooking.com/tong-dai-so-dien-thoai-korean-air/,số điện thoại korean air tại tphcm | tổng đài korean air | korean air vietnam số điện thoại | phòng vé korean air đà nẵng | văn phòng đại diện korean air tại hồ chí minh,13,1892,/cam-nang-bay,create_specific_landing,/tong-dai-so-dien-thoai-korean-air/,Tín hiệu GSC đủ lớn để tạo landing theo đúng chủ đề URL.
https://khangvuongbooking.com/ve-may-bay-ho-chi-minh-di-con-minh/,vé máy bay đi côn minh | chuyến bay từ tp. hồ chí minh đến côn minh | đại lý côn minh trung quốc | vé máy bay đi kunming / vé máy bay đi côn minh | chuyến bay từ hà nội đến côn minh,13,1290,,create_specific_landing,/ve-may-bay-ho-chi-minh-di-con-minh/,Intent mua vé theo tuyến/điểm đến cụ thể; click hoặc impression cho thấy cần landing tuyến riêng thay vì /ve-may-bay hoặc /hang-bay.
https://khangvuongbooking.com/ve-may-bay-ho-chi-minh-di-dai-lien/,vé máy bay đi đại lý trung quốc | vé máy bay đi đại lý | vé máy bay đi đại liên | vé máy bay đi xiamen | đại liên,13,1262,/ve-may-bay,create_specific_landing,/ve-may-bay-ho-chi-minh-di-dai-lien/,Intent mua vé theo tuyến/điểm đến cụ thể; click hoặc impression cho thấy cần landing tuyến riêng thay vì /ve-may-bay hoặc /hang-bay.
https://khangvuongbooking.com/ve-may-bay-di-phap-gia-re-moi-nhat-2025/,ve may bay di phap | vé máy bay đi pháp | ve1 máy bay giá rẻ | vé máy bay đi nice | vé máy bay đi bordeaux,9,5452,/ve-may-bay,create_specific_landing,/ve-may-bay-di-phap-gia-re-moi-nhat-2025/,Intent mua vé theo tuyến/điểm đến cụ thể; click hoặc impression cho thấy cần landing tuyến riêng thay vì /ve-may-bay hoặc /hang-bay.
https://khangvuongbooking.com/dat-ve-may-bay-sai-gon-tp-hcm-di-dallas-texas-my-thang-8/,vé máy bay đi dallas | vé máy bay đi texas | chuyến bay tới dallas | vé máy bay đi dallas-fort worth | vé máy bay đi mỹ texas,12,1606,/ve-may-bay,create_specific_landing,/dat-ve-may-bay-sai-gon-tp-hcm-di-dallas-texas-my-thang-8/,Tín hiệu GSC đủ lớn để tạo landing theo đúng chủ đề URL.
https://khangvuongbooking.com/dai-ly-phong-ve-china-airlines/,dai ly china air | đại lý china airlines | phòng vé china airlines | địa chỉ văn phòng hãng china airlines | van phong china airlines,11,2114,/hang-bay,create_specific_landing,/dai-ly-phong-ve-china-airlines/,Intent hãng bay và liên hệ/đại lý rất cụ thể; ưu tiên landing riêng theo đúng tên hãng.
https://khangvuongbooking.com/chuyen-bay-sai-gon-tp-hcm-di-dallas-texas-my-thang-9/,dallas texas mấy giờ | dallas mấy giờ | giờ dallas mỹ | ho chi minh city dallas | sân bay dfw,12,695,,create_specific_landing,/chuyen-bay-sai-gon-tp-hcm-di-dallas-texas-my-thang-9/,Intent mua vé theo tuyến/điểm đến cụ thể; click hoặc impression cho thấy cần landing tuyến riêng thay vì /ve-may-bay hoặc /hang-bay.
https://khangvuongbooking.com/ve-bay-vietjet-0-dong-khung-gio-vang-12h-14h-moi-ngay/,0đ giờ vàng | 12h rồi vietjet thôi - vé bay 0 đồng khung giờ vàng 12h-14h mỗi ngày | săn vé máy bay giá rẻ 12h | vietjet 12h | khung giờ săn vé máy bay giá rẻ vietjet,10,2682,/cam-nang-bay,create_specific_landing,/ve-bay-vietjet-0-dong-khung-gio-vang-12h-14h-moi-ngay/,Tín hiệu GSC đủ lớn để tạo landing theo đúng chủ đề URL.
https://khangvuongbooking.com/meo-nho-de-nhanh-chong-qua-cua-ninh-san-bay/,qua cửa an ninh sân bay | đi qua cổng an ninh sân bay | cửa an ninh | cổng an ninh sân bay | cửa an ninh sân bay,11,1454,/cam-nang-bay,create_specific_landing,/meo-nho-de-nhanh-chong-qua-cua-ninh-san-bay/,Tín hiệu GSC đủ lớn để tạo landing theo đúng chủ đề URL.
https://khangvuongbooking.com/dat-ve-may-bay-sai-gon-tp-hcm-di-phoenix-arizona-my-thang-8/,"vé máy bay đi phoenix | chuyến bay tới phoenix, arizona | vé máy bay từ tp. hồ chí minh đi phoenix | tuan quan phoenix az | arizona mỹ",11,841,,create_specific_landing,/dat-ve-may-bay-sai-gon-tp-hcm-di-phoenix-arizona-my-thang-8/,Tín hiệu GSC đủ lớn để tạo landing theo đúng chủ đề URL.
https://khangvuongbooking.com/ve-may-bay-thanh-pho-ho-chi-minh-di-hang-chau/,chuyến bay tp. hồ chí minh hàng châu | giá vé máy bay tp. hồ chí minh hàng châu | vé máy bay đi hàng châu | vé máy bay đi hangzhou | chuyến bay từ tp. hồ chí minh đến hàng châu,10,1742,/ve-may-bay,create_specific_landing,/ve-may-bay-thanh-pho-ho-chi-minh-di-hang-chau/,Intent mua vé theo tuyến/điểm đến cụ thể; click hoặc impression cho thấy cần landing tuyến riêng thay vì /ve-may-bay hoặc /hang-bay.
https://khangvuongbooking.com/dat-mua-ve-may-bay-sai-gon-di-my-thuong-gia/,vé máy bay đi mỹ hạng thương gia | giá vé máy bay hạng thương gia đi mỹ | giá vé máy bay đi mỹ hạng thương gia | hình ảnh vé máy bay đi mỹ | vé máy bay hạng thương gia đi mỹ,10,1577,,create_specific_landing,/dat-mua-ve-may-bay-sai-gon-di-my-thuong-gia/,Intent mua vé theo tuyến/điểm đến cụ thể; click hoặc impression cho thấy cần landing tuyến riêng thay vì /ve-may-bay hoặc /hang-bay.
https://khangvuongbooking.com/ve-may-bay-aeroflot/,site:khangvuongbooking.com | dai ly aeroflot | văn phòng aeroflot | phòng vé aeroflot | đại lý aeroflot,2,9188,/ve-may-bay,create_specific_landing,/ve-may-bay-aeroflot/,Intent mua vé theo tuyến/điểm đến cụ thể; click hoặc impression cho thấy cần landing tuyến riêng thay vì /ve-may-bay hoặc /hang-bay.
https://khangvuongbooking.com/chuyen-bay-sai-gon-tp-hcm-di-honolulu-my-thang-9/,vé máy bay từ tp. hồ chí minh đi honolulu | từ hawaii về việt nam bao nhiêu tiếng | chuyến bay tới honolulu | vé máy bay đi honolulu | diện tích đảo hawaii,10,992,,create_specific_landing,/chuyen-bay-sai-gon-tp-hcm-di-honolulu-my-thang-9/,Intent mua vé theo tuyến/điểm đến cụ thể; click hoặc impression cho thấy cần landing tuyến riêng thay vì /ve-may-bay hoặc /hang-bay.
https://khangvuongbooking.com/chuyen-bay-sai-gon-tp-hcm-di-boston-my-thang-9/,flights from ho chi minh city to boston | ho chi minh city to boston | ho chi minh city boston | sgn bos | sgn to bos,9,1751,,create_specific_landing,/chuyen-bay-sai-gon-tp-hcm-di-boston-my-thang-9/,Intent mua vé theo tuyến/điểm đến cụ thể; click hoặc impression cho thấy cần landing tuyến riêng thay vì /ve-may-bay hoặc /hang-bay.
https://khangvuongbooking.com/ve-may-bay-di-oregon/,vé máy bay đi portland | site:khangvuongbooking.com | ve may bay di my bao nhieu tien | vé máy bay đi mỹ california eva | oregon mỹ,9,1541,/ve-may-bay,create_specific_landing,/ve-may-bay-di-oregon/,Intent mua vé theo tuyến/điểm đến cụ thể; click hoặc impression cho thấy cần landing tuyến riêng thay vì /ve-may-bay hoặc /hang-bay.
